CÓDIGO CNAE;NÍVEL AGREGAÇÃO;DESCRIÇÃO CNAE;CÓDIGO DN COPAM;DESCRIÇÃO DO CÓDIGO;EXIGÊNCIA AMBIENTAL;NÍVEL DE RISCO
1311-1/00;Atividade;Beneficiamento de fibras de algodão (em estabelecimento não agrícola);C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Produção de fibras de algodão beneficiadas;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Resíduos do beneficiamento da fibra de algodão;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de crina vegetal;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de crinas, pelos e cerdas;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Obtenção de desperdícios de lã;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Obtenção de desperdícios de seda;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Estopas ou outros resíduos do beneficiamento de fibras têxteis naturais, exceto algodão;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Produção de fibra de lã lavada;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de fibras de coco;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fibras de cânhamo beneficiadas;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de fibras de juta;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de fibras de linho;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de fibras de malva;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de fibras de rami;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de fibras de sisal (agave);C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de fibras têxteis vegetais (exceto algodão);C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de lanolina;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de lã (cardada, penteada, tops, etc);C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Beneficiamento de lã;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Produção de pelos finos e grosseiros;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Obtenção de resíduos da fiação de fibras têxteis naturais, exceto algodão;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Obtenção de resíduos de lã;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Obtenção de resíduos de seda;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Produção de seda crua não fiada;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Produção de suarda;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Obtenção de subprodutos resultantes do beneficiamento de fibras têxteis;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;Fabricação de fibras sintéticas descontínuas cardadas, penteadas ou preparadas de outro modo para fiação;C-08-01-1;Beneficiamento de fibras têxteis naturais e artificiais e/ou recuperação de resíduos têxteis ;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fiação de algodão;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Serviço de fiação de algodão;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fabricação de fio de algodão cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fabricação de fios de algodão retorcidos ou retorcidos múltiplos;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fabricação de fios de algodão singelos (simples);C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Fabricação de fios de algodão, beneficiados ou não;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1311-1/00;Atividade;Obtenção de resíduos (estopas, desperdícios) da fiação de algodão;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de caroá;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de cânhamo;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fio de juta cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fio de linho cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fio de lã cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fio de rami cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fio de seda cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fio de sisal (agave) cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fios caroá, beneficiados ou não;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fabricação de fios de papel;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de juta;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de linho;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de lã;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de rami;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de seda;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1312-0/00;Atividade;Fiação de sisal;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de filós;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de fios e cordas de borracha recobertos de têxteis;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de fios elásticos recobertos;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de fios têxteis metalizados;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de redes tecidas de plástico para embalagens;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de rendas;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de tecidos bordados;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de tecidos elásticos;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1359-6/00;Atividade;Fabricação de tules e filós;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecidos com fios metalizados;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecidos de acabamento especial - colagem em tecidos com material plástico e outros materiais;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecidos impermeáveis;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecidos para telas de desenhos e pinturas;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecidos revestidos ou impregnados;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecidos revestidos ou impregnados, inclusive as entretelas;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecido não-tecido ou falsos tecidos, de fibras naturais, artificiais ou sintéticas, mesmo acabados;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1354-5/00;Atividade;Fabricação de tecidos antibacterianos;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;Fabricação de desperdícios da fiação de fibras artificiais ou sintéticas, descontínuas;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;O serviço de fiação de fibras artificiais ou sintéticas;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;Fabricação de fio de fibras artificiais cru ou acabado (beneficiado), inclusive mesclas;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;Fabricação de fio de fibras sintéticas cru ou acabado (beneficiado), inclusive mescla;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;Fabricação de fios de filamentos artificiais ou sintéticos (exceto linhas para costurar), acondicionados para venda a varejo;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;Fabricação de fios de nylon (náilon) ou de outras poliamidas, de poliéster ou de outros filamentos sintéticos;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1313-8/00;Atividade;Resíduos da fiação de fibras artificiais ou sintéticas;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1314-6/00;Atividade;Fabricação de linhas de algodão para costurar e bordar;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1314-6/00;Atividade;Fabricação de linhas de fios artificiais ou sintéticos para costurar e bordar;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1314-6/00;Atividade;Fabricação de linhas de linho e rami para costurar e bordar;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
1314-6/00;Atividade;Fabricação de linhas de lã para costurar e bordar;C-08-07-9;Fiação e/ou tecelagem, exceto tricô e crochê;Licença Ambiental ou Dispensa;II
